control_key,control_name,framework_key,framework_name,clause_ref
childrens-app-store-declarations,App-store audience declarations & metadata,apple-kids,Apple App Store Kids Category,2.3.8/for-kids-metadata
childrens-app-store-declarations,App-store audience declarations & metadata,google-play-families,Google Play Families,families/console/accurate-answers
childrens-app-store-declarations,App-store audience declarations & metadata,google-play-families,Google Play Families,families/social/rating-disclosure
childrens-experience-safeguards,Child-appropriate experience & parental gates,amazon-child-directed,Amazon Appstore Child-Directed Apps,child-directed/content/age-appropriate
childrens-experience-safeguards,Child-appropriate experience & parental gates,apple-kids,Apple App Store Kids Category,1.3/parental-gate
childrens-experience-safeguards,Child-appropriate experience & parental gates,apple-kids,Apple App Store Kids Category,1.3/parental-gate-adult-level-task
childrens-experience-safeguards,Child-appropriate experience & parental gates,apple-kids,Apple App Store Kids Category,1.3/persisting-requirements
childrens-experience-safeguards,Child-appropriate experience & parental gates,apple-kids,Apple App Store Kids Category,1.4.3/minors-substance-consumption
childrens-experience-safeguards,Child-appropriate experience & parental gates,google-play-families,Google Play Families,families/requirements/app-content
childrens-experience-safeguards,Child-appropriate experience & parental gates,google-play-families,Google Play Families,families/requirements/app-functionality
childrens-experience-safeguards,Child-appropriate experience & parental gates,google-play-families,Google Play Families,families/requirements/ar-safety-warning
childrens-experience-safeguards,Child-appropriate experience & parental gates,google-play-families,Google Play Families,families/requirements/ar-device
childrens-ads-monetization,Children’s advertising & monetization controls,amazon-child-directed,Amazon Appstore Child-Directed Apps,child-directed/ads/no-amazon-programs-to-children
childrens-ads-monetization,Children’s advertising & monetization controls,amazon-child-directed,Amazon Appstore Child-Directed Apps,child-directed/ads/child-only-no-amazon-programs
childrens-ads-monetization,Children’s advertising & monetization controls,apple-kids,Apple App Store Kids Category,1.3/third-party-advertising
childrens-ads-monetization,Children’s advertising & monetization controls,apple-kids,Apple App Store Kids Category,2.5.18/kids-data-targeted-advertising
childrens-ads-monetization,Children’s advertising & monetization controls,apple-kids,Apple App Store Kids Category,5.1.4(a)/no-third-party-analytics-advertising
childrens-ads-monetization,Children’s advertising & monetization controls,coppa,COPPA,312.5(c)(7)
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads/certified-sdk-only
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads/no-interest-based-or-remarketing
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads/child-appropriate-content
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads/legal-and-industry-standards
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads-format/no-deceptive-or-inadvertent-clicks
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads-format/no-ad-walls
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads-format/closeable-after-5-seconds
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads-format/no-launch-interstitial
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads-format/no-multiple-placements
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads-format/distinguishable-from-content
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads-format/no-manipulative-tactics
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads-format/no-forced-click-through
childrens-ads-monetization,Children’s advertising & monetization controls,google-play-families,Google Play Families,families/ads-format/virtual-currency-distinction
childrens-sdk-governance,Third-party SDK & API governance for children’s apps,amazon-child-directed,Amazon Appstore Child-Directed Apps,child-directed/sdk/child-suitable
childrens-sdk-governance,Third-party SDK & API governance for children’s apps,amazon-child-directed,Amazon Appstore Child-Directed Apps,child-directed/sdk/prohibited-terms
childrens-sdk-governance,Third-party SDK & API governance for children’s apps,apple-kids,Apple App Store Kids Category,1.3/third-party-analytics
childrens-sdk-governance,Third-party SDK & API governance for children’s apps,coppa,COPPA,312.8(c)
childrens-sdk-governance,Third-party SDK & API governance for children’s apps,google-play-families,Google Play Families,families/requirements/child-only-sdk
childrens-sdk-governance,Third-party SDK & API governance for children’s apps,google-play-families,Google Play Families,families/requirements/mixed-sdk
childrens-sdk-governance,Third-party SDK & API governance for children’s apps,google-play-families,Google Play Families,families/requirements/mixed-sdk-gating
neutral-age-screen,Neutral age screening for mixed audiences,amazon-child-directed,Amazon Appstore Child-Directed Apps,child-directed/sdk/mixed-audience-gating
neutral-age-screen,Neutral age screening for mixed audiences,google-play-families,Google Play Families,families/ads-sdk/mixed-age-screening
childrens-social-safety,Online-safety controls for children’s social features,google-play-families,Google Play Families,families/social/online-safety-reminder
childrens-social-safety,Online-safety controls for children’s social features,google-play-families,Google Play Families,families/social/adult-action-gate
childrens-social-safety,Online-safety controls for children’s social features,google-play-families,Google Play Families,families/social/adult-management
childrens-social-safety,Online-safety controls for children’s social features,google-play-families,Google Play Families,families/social/anonymous-chat
external-security-contacts,Contact with authorities & security communities,cis-controls,CIS Controls,17.2
external-security-contacts,Contact with authorities & security communities,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SI-5
external-security-contacts,Contact with authorities & security communities,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-5
external-security-contacts,Contact with authorities & security communities,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-5(1)
external-security-contacts,Contact with authorities & security communities,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-5
external-security-contacts,Contact with authorities & security communities,iso-27001,ISO/IEC 27001,A.5.5
external-security-contacts,Contact with authorities & security communities,iso-27001,ISO/IEC 27001,A.5.6
external-security-contacts,Contact with authorities & security communities,nist-800-171,NIST SP 800-171,3.14.3
external-security-contacts,Contact with authorities & security communities,nist-800-53,NIST SP 800-53,SI-5
external-security-contacts,Contact with authorities & security communities,nist-csf,NIST Cybersecurity Framework,ID.RA-02
external-security-contacts,Contact with authorities & security communities,nist-csf,NIST Cybersecurity Framework,DE.AE-07
external-security-contacts,Contact with authorities & security communities,nist-csf,NIST Cybersecurity Framework,RS.CO-03
security-in-project-management,Information security in project management,iso-27001,ISO/IEC 27001,A.5.8
acceptable-use,Acceptable use of information and assets,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AC-20
acceptable-use,Acceptable use of information and assets,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PL-4
acceptable-use,Acceptable use of information and assets,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PL-4(1)
acceptable-use,Acceptable use of information and assets,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-20
acceptable-use,Acceptable use of information and assets,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-20(1)
acceptable-use,Acceptable use of information and assets,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PL-4
acceptable-use,Acceptable use of information and assets,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PL-4(1)
acceptable-use,Acceptable use of information and assets,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-20
acceptable-use,Acceptable use of information and assets,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-20(1)
acceptable-use,Acceptable use of information and assets,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PL-4
acceptable-use,Acceptable use of information and assets,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PL-4(1)
acceptable-use,Acceptable use of information and assets,iso-27001,ISO/IEC 27001,A.5.10
acceptable-use,Acceptable use of information and assets,nist-800-171,NIST SP 800-171,3.1.20
acceptable-use,Acceptable use of information and assets,nist-800-53,NIST SP 800-53,AC-20
acceptable-use,Acceptable use of information and assets,nist-800-53,NIST SP 800-53,AC-20(1)
acceptable-use,Acceptable use of information and assets,nist-800-53,NIST SP 800-53,PL-4
acceptable-use,Acceptable use of information and assets,nist-800-53,NIST SP 800-53,PL-4(1)
acceptable-use,Acceptable use of information and assets,pci-dss,PCI DSS,12.2
information-transfer,Information transfer rules & agreements,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,CA-3
information-transfer,Information transfer rules & agreements,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-21
information-transfer,Information transfer rules & agreements,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CA-3
information-transfer,Information transfer rules & agreements,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CA-3(6)
information-transfer,Information transfer rules & agreements,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-21
information-transfer,Information transfer rules & agreements,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CA-3
information-transfer,Information transfer rules & agreements,iso-27001,ISO/IEC 27001,A.5.14
information-transfer,Information transfer rules & agreements,nist-800-53,NIST SP 800-53,AC-21
information-transfer,Information transfer rules & agreements,nist-800-53,NIST SP 800-53,CA-3
ict-supply-chain-security,ICT supply chain security,cis-controls,CIS Controls,16.4
ict-supply-chain-security,ICT supply chain security,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-SCR-MIT
ict-supply-chain-security,ICT supply chain security,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-SCR-MON
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,RA-3(1)
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SR-1
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SR-2
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SR-2(1)
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SR-5
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SR-8
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SR-10
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SR-11
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SR-11(1)
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,IR-6(3)
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,RA-3(1)
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SR-1
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SR-2
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SR-2(1)
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SR-5
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SR-8
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SR-10
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SR-11
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SR-11(1)
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SR-9
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SR-9(1)
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,IR-6(3)
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,RA-3(1)
ict-supply-chain-security,ICT supply chain security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SR-1
