control_key,control_name,framework_key,framework_name,clause_ref
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,CM-7
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SA-5
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-6(1)
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-1
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-2
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-2(2)
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-2(3)
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-6
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-7
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-7(1)
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-9
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SA-5
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-6(1)
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-6(2)
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-1
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-2
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-2(2)
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-2(3)
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-6
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-7
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-7(1)
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-9
secure-configuration-management,Secure configuration & baselines,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SA-5
secure-configuration-management,Secure configuration & baselines,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,SCG-CSO-AUP
secure-configuration-management,Secure configuration & baselines,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,SCG-CSO-RSC
secure-configuration-management,Secure configuration & baselines,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,SCG-CSO-SDF
secure-configuration-management,Secure configuration & baselines,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,SCG-ENH-API
secure-configuration-management,Secure configuration & baselines,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,SCG-ENH-CMP
secure-configuration-management,Secure configuration & baselines,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,SCG-ENH-EXP
secure-configuration-management,Secure configuration & baselines,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,SCG-ENH-MRG
secure-configuration-management,Secure configuration & baselines,iso-27001,ISO/IEC 27001,A.8.9
secure-configuration-management,Secure configuration & baselines,nist-800-171,NIST SP 800-171,3.4.2
secure-configuration-management,Secure configuration & baselines,nist-800-171,NIST SP 800-171,3.4.6
secure-configuration-management,Secure configuration & baselines,nist-800-171,NIST SP 800-171,3.4.7
secure-configuration-management,Secure configuration & baselines,nist-800-53,NIST SP 800-53,CM-1
secure-configuration-management,Secure configuration & baselines,nist-800-53,NIST SP 800-53,CM-2
secure-configuration-management,Secure configuration & baselines,nist-800-53,NIST SP 800-53,CM-2(2)
secure-configuration-management,Secure configuration & baselines,nist-800-53,NIST SP 800-53,CM-2(3)
secure-configuration-management,Secure configuration & baselines,nist-800-53,NIST SP 800-53,CM-6
secure-configuration-management,Secure configuration & baselines,nist-800-53,NIST SP 800-53,CM-7
secure-configuration-management,Secure configuration & baselines,nist-800-53,NIST SP 800-53,CM-7(1)
secure-configuration-management,Secure configuration & baselines,nist-800-53,NIST SP 800-53,CM-9
secure-configuration-management,Secure configuration & baselines,nist-800-53,NIST SP 800-53,SA-5
secure-configuration-management,Secure configuration & baselines,pci-dss,PCI DSS,2.1
secure-configuration-management,Secure configuration & baselines,pci-dss,PCI DSS,2.2
data-masking,Data masking & pseudonymization,gdpr,GDPR,Art.89(1)
data-masking,Data masking & pseudonymization,iso-27001,ISO/IEC 27001,A.8.11
data-masking,Data masking & pseudonymization,nist-csf,NIST Cybersecurity Framework,PR.DS-10
data-leakage-prevention,Data leakage prevention,cis-controls,CIS Controls,3.13
data-leakage-prevention,Data leakage prevention,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-4(18)
data-leakage-prevention,Data leakage prevention,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-7(10)
data-leakage-prevention,Data leakage prevention,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4(18)
data-leakage-prevention,Data leakage prevention,iso-27001,ISO/IEC 27001,A.8.12
infrastructure-redundancy,Redundancy of processing facilities,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-CNA-OFA
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CP-7
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CP-7(1)
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CP-7(2)
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CP-7(3)
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CP-8
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CP-8(1)
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CP-8(2)
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CP-7(4)
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CP-8(3)
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CP-7
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CP-7(1)
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CP-7(2)
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CP-7(3)
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CP-8
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CP-8(1)
infrastructure-redundancy,Redundancy of processing facilities,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CP-8(2)
infrastructure-redundancy,Redundancy of processing facilities,iso-27001,ISO/IEC 27001,A.8.14
infrastructure-redundancy,Redundancy of processing facilities,nist-800-53,NIST SP 800-53,CP-7
infrastructure-redundancy,Redundancy of processing facilities,nist-800-53,NIST SP 800-53,CP-7(1)
infrastructure-redundancy,Redundancy of processing facilities,nist-800-53,NIST SP 800-53,CP-7(2)
infrastructure-redundancy,Redundancy of processing facilities,nist-800-53,NIST SP 800-53,CP-7(3)
infrastructure-redundancy,Redundancy of processing facilities,nist-800-53,NIST SP 800-53,CP-8
infrastructure-redundancy,Redundancy of processing facilities,nist-800-53,NIST SP 800-53,CP-8(1)
infrastructure-redundancy,Redundancy of processing facilities,nist-800-53,NIST SP 800-53,CP-8(2)
infrastructure-redundancy,Redundancy of processing facilities,nist-csf,NIST Cybersecurity Framework,PR.IR-03
software-installation-control,Control of software on operational systems,cis-controls,CIS Controls,2.3
software-installation-control,Control of software on operational systems,cis-controls,CIS Controls,2.5
software-installation-control,Control of software on operational systems,cis-controls,CIS Controls,2.6
software-installation-control,Control of software on operational systems,cis-controls,CIS Controls,2.7
software-installation-control,Control of software on operational systems,cis-controls,CIS Controls,9.1
software-installation-control,Control of software on operational systems,cis-controls,CIS Controls,9.4
software-installation-control,Control of software on operational systems,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,CM-11
software-installation-control,Control of software on operational systems,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-7(2)
software-installation-control,Control of software on operational systems,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-7(5)
software-installation-control,Control of software on operational systems,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-11
software-installation-control,Control of software on operational systems,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SC-18
software-installation-control,Control of software on operational systems,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-14
software-installation-control,Control of software on operational systems,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-7(15)
software-installation-control,Control of software on operational systems,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-7(2)
software-installation-control,Control of software on operational systems,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-7(5)
software-installation-control,Control of software on operational systems,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-11
software-installation-control,Control of software on operational systems,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-18
software-installation-control,Control of software on operational systems,iso-27001,ISO/IEC 27001,A.8.19
software-installation-control,Control of software on operational systems,nist-800-171,NIST SP 800-171,3.4.8
software-installation-control,Control of software on operational systems,nist-800-171,NIST SP 800-171,3.4.9
software-installation-control,Control of software on operational systems,nist-800-171,NIST SP 800-171,3.13.13
software-installation-control,Control of software on operational systems,nist-800-53,NIST SP 800-53,CM-7(2)
software-installation-control,Control of software on operational systems,nist-800-53,NIST SP 800-53,CM-7(5)
software-installation-control,Control of software on operational systems,nist-800-53,NIST SP 800-53,CM-11
software-installation-control,Control of software on operational systems,nist-800-53,NIST SP 800-53,SC-18
software-installation-control,Control of software on operational systems,nist-csf,NIST Cybersecurity Framework,PR.PS-02
software-installation-control,Control of software on operational systems,nist-csf,NIST Cybersecurity Framework,PR.PS-05
web-filtering,Web filtering,cis-controls,CIS Controls,9.2
web-filtering,Web filtering,cis-controls,CIS Controls,9.3
web-filtering,Web filtering,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SC-7(8)
web-filtering,Web filtering,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-7(8)
web-filtering,Web filtering,iso-27001,ISO/IEC 27001,A.8.23
web-filtering,Web filtering,nist-800-53,NIST SP 800-53,SC-7(8)
email-authentication,Email authentication & anti-spoofing,cis-controls,CIS Controls,9.5
email-authentication,Email authentication & anti-spoofing,pci-dss,PCI DSS,5.4
application-security-requirements,Application security requirements,cis-controls,CIS Controls,16.14
application-security-requirements,Application security requirements,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SC-23
application-security-requirements,Application security requirements,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-10
application-security-requirements,Application security requirements,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-11
application-security-requirements,Application security requirements,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-23
application-security-requirements,Application security requirements,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-10
application-security-requirements,Application security requirements,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-11
application-security-requirements,Application security requirements,iso-27001,ISO/IEC 27001,A.8.26
application-security-requirements,Application security requirements,nist-800-171,NIST SP 800-171,3.13.15
application-security-requirements,Application security requirements,nist-800-53,NIST SP 800-53,SC-23
application-security-requirements,Application security requirements,nist-800-53,NIST SP 800-53,SI-10
application-security-requirements,Application security requirements,nist-800-53,NIST SP 800-53,SI-11
secure-architecture-principles,Secure architecture & engineering principles,cis-controls,CIS Controls,16.10
secure-architecture-principles,Secure architecture & engineering principles,cis-controls,CIS Controls,16.11
secure-architecture-principles,Secure architecture & engineering principles,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-CNA-DFP
secure-architecture-principles,Secure architecture & engineering principles,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-CNA-MAT
secure-architecture-principles,Secure architecture & engineering principles,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-CNA-ULN
secure-architecture-principles,Secure architecture & engineering principles,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-SVC-PRR
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PL-8
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SC-39
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PL-8
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SC-2
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SC-4
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SC-39
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-16
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SA-17
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-24
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-3
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PL-8
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-2
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-4
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-39
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-16
secure-architecture-principles,Secure architecture & engineering principles,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,VDR-CSO-DFR
secure-architecture-principles,Secure architecture & engineering principles,iso-27001,ISO/IEC 27001,A.8.27
secure-architecture-principles,Secure architecture & engineering principles,nist-800-171,NIST SP 800-171,3.13.2
secure-architecture-principles,Secure architecture & engineering principles,nist-800-171,NIST SP 800-171,3.13.3
secure-architecture-principles,Secure architecture & engineering principles,nist-800-171,NIST SP 800-171,3.13.4
secure-architecture-principles,Secure architecture & engineering principles,nist-800-53,NIST SP 800-53,PL-8
secure-architecture-principles,Secure architecture & engineering principles,nist-800-53,NIST SP 800-53,SC-2
secure-architecture-principles,Secure architecture & engineering principles,nist-800-53,NIST SP 800-53,SC-4
secure-architecture-principles,Secure architecture & engineering principles,nist-800-53,NIST SP 800-53,SC-39
secure-architecture-principles,Secure architecture & engineering principles,nist-800-53,NIST SP 800-53,SI-16
security-testing-in-development,Security testing in development & acceptance,cis-controls,CIS Controls,16.6
security-testing-in-development,Security testing in development & acceptance,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SA-11(1)
security-testing-in-development,Security testing in development & acceptance,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SA-11(2)
security-testing-in-development,Security testing in development & acceptance,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SA-11(1)
security-testing-in-development,Security testing in development & acceptance,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SA-11(2)
security-testing-in-development,Security testing in development & acceptance,iso-27001,ISO/IEC 27001,A.8.29
outsourced-development-oversight,Outsourced development oversight,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SA-10
outsourced-development-oversight,Outsourced development oversight,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SA-16
outsourced-development-oversight,Outsourced development oversight,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SA-21
outsourced-development-oversight,Outsourced development oversight,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SA-10
outsourced-development-oversight,Outsourced development oversight,iso-27001,ISO/IEC 27001,A.8.30
outsourced-development-oversight,Outsourced development oversight,nist-800-53,NIST SP 800-53,SA-10
environment-separation,"Separation of development, test and production",cis-controls,CIS Controls,16.8
environment-separation,"Separation of development, test and production",fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-4(1)
environment-separation,"Separation of development, test and production",iso-27001,ISO/IEC 27001,A.8.31
test-data-management,Test information management,iso-27001,ISO/IEC 27001,A.8.33
audit-testing-safeguards,Protection of systems during audit testing,iso-27001,ISO/IEC 27001,A.8.34
system-use-notification,System use notification,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AC-8
system-use-notification,System use notification,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-8
system-use-notification,System use notification,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-8
system-use-notification,System use notification,nist-800-171,NIST SP 800-171,3.1.9
system-use-notification,System use notification,nist-800-53,NIST SP 800-53,AC-8
wireless-network-security,Wireless network security,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AC-18
wireless-network-security,Wireless network security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-18
wireless-network-security,Wireless network security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-18(1)
wireless-network-security,Wireless network security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-18(3)
wireless-network-security,Wireless network security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-18(4)
wireless-network-security,Wireless network security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-18(5)
wireless-network-security,Wireless network security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4(14)
wireless-network-security,Wireless network security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-18
wireless-network-security,Wireless network security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-18(1)
wireless-network-security,Wireless network security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-18(3)
wireless-network-security,Wireless network security,nist-800-171,NIST SP 800-171,3.1.16
wireless-network-security,Wireless network security,nist-800-171,NIST SP 800-171,3.1.17
wireless-network-security,Wireless network security,nist-800-53,NIST SP 800-53,AC-18
wireless-network-security,Wireless network security,nist-800-53,NIST SP 800-53,AC-18(1)
wireless-network-security,Wireless network security,nist-800-53,NIST SP 800-53,AC-18(3)
wireless-network-security,Wireless network security,pci-dss,PCI DSS,2.3
wireless-network-security,Wireless network security,pci-dss,PCI DSS,11.2
mobile-device-security,Mobile device security,cis-controls,CIS Controls,4.10
mobile-device-security,Mobile device security,cis-controls,CIS Controls,4.11
mobile-device-security,Mobile device security,cis-controls,CIS Controls,4.12
mobile-device-security,Mobile device security,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AC-19
mobile-device-security,Mobile device security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-19
mobile-device-security,Mobile device security,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-19(5)
mobile-device-security,Mobile device security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-19
mobile-device-security,Mobile device security,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-19(5)
mobile-device-security,Mobile device security,nist-800-171,NIST SP 800-171,3.1.18
mobile-device-security,Mobile device security,nist-800-171,NIST SP 800-171,3.1.19
mobile-device-security,Mobile device security,nist-800-53,NIST SP 800-53,AC-19
mobile-device-security,Mobile device security,nist-800-53,NIST SP 800-53,AC-19(5)
public-information-review,Review of publicly posted information,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AC-22
public-information-review,Review of publicly posted information,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-22
public-information-review,Review of publicly posted information,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-22
public-information-review,Review of publicly posted information,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,SCG-CSO-PUB
public-information-review,Review of publicly posted information,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,VER-RPT-NID
public-information-review,Review of publicly posted information,nist-800-171,NIST SP 800-171,3.1.22
public-information-review,Review of publicly posted information,nist-800-53,NIST SP 800-53,AC-22
public-information-review,Review of publicly posted information,nist-csf,NIST Cybersecurity Framework,RC.CO-04
system-authorization,Authorization to operate a system,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,CA-6
system-authorization,Authorization to operate a system,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CA-6
system-authorization,Authorization to operate a system,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CA-6
system-authorization,Authorization to operate a system,nist-800-53,NIST SP 800-53,CA-6
system-authorization,Authorization to operate a system,nist-ai-rmf,NIST AI Risk Management Framework,MANAGE-1.1
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,IA-2(12)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,IA-8
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,IA-8(1)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,IA-8(2)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,IA-8(4)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SA-4(10)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,IA-2(12)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,IA-8
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,IA-8(1)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,IA-8(2)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,IA-8(4)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SA-4(10)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,IA-2(12)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,IA-8
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,IA-8(1)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,IA-8(2)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,IA-8(4)
external-identity-acceptance,External and federated identity acceptance,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SA-4(10)
external-identity-acceptance,External and federated identity acceptance,nist-800-53,NIST SP 800-53,IA-2(12)
external-identity-acceptance,External and federated identity acceptance,nist-800-53,NIST SP 800-53,IA-8
external-identity-acceptance,External and federated identity acceptance,nist-800-53,NIST SP 800-53,IA-8(1)
external-identity-acceptance,External and federated identity acceptance,nist-800-53,NIST SP 800-53,IA-8(2)
external-identity-acceptance,External and federated identity acceptance,nist-800-53,NIST SP 800-53,IA-8(4)
external-identity-acceptance,External and federated identity acceptance,nist-800-53,NIST SP 800-53,SA-4(10)
external-identity-acceptance,External and federated identity acceptance,nist-csf,NIST Cybersecurity Framework,PR.AA-04
cryptographic-key-management,Cryptographic key management,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-IAM-SNU
cryptographic-key-management,Cryptographic key management,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-SVC-ASM
cryptographic-key-management,Cryptographic key management,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,IA-7
cryptographic-key-management,Cryptographic key management,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SC-12
cryptographic-key-management,Cryptographic key management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,IA-5(2)
cryptographic-key-management,Cryptographic key management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,IA-7
cryptographic-key-management,Cryptographic key management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SC-12
cryptographic-key-management,Cryptographic key management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SC-17
cryptographic-key-management,Cryptographic key management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-3(6)
cryptographic-key-management,Cryptographic key management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-12(1)
cryptographic-key-management,Cryptographic key management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,IA-5(2)
cryptographic-key-management,Cryptographic key management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,IA-7
cryptographic-key-management,Cryptographic key management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-12
cryptographic-key-management,Cryptographic key management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-17
cryptographic-key-management,Cryptographic key management,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,CMU-CSO-CMD
cryptographic-key-management,Cryptographic key management,nist-800-171,NIST SP 800-171,3.13.10
cryptographic-key-management,Cryptographic key management,nist-800-53,NIST SP 800-53,IA-5(2)
cryptographic-key-management,Cryptographic key management,nist-800-53,NIST SP 800-53,IA-7
cryptographic-key-management,Cryptographic key management,nist-800-53,NIST SP 800-53,SC-12
cryptographic-key-management,Cryptographic key management,nist-800-53,NIST SP 800-53,SC-17
cryptographic-key-management,Cryptographic key management,pci-dss,PCI DSS,3.6
cryptographic-key-management,Cryptographic key management,pci-dss,PCI DSS,3.7
security-plan-and-baseline,System security plan & control baseline,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PL-2
security-plan-and-baseline,System security plan & control baseline,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PL-10
security-plan-and-baseline,System security plan & control baseline,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,PL-11
security-plan-and-baseline,System security plan & control baseline,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PL-2
security-plan-and-baseline,System security plan & control baseline,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PL-10
security-plan-and-baseline,System security plan & control baseline,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,PL-11
security-plan-and-baseline,System security plan & control baseline,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PL-2
security-plan-and-baseline,System security plan & control baseline,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PL-10
security-plan-and-baseline,System security plan & control baseline,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,PL-11
